02;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Memoryclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateMin;FramerateAvg;FramerateMax;Framerate1%Low;Fanspeed2;Fantachometer2
80;24-02-202310:32:59;62.000;99.000;35.000;7147.465;1912.000;7500.999;162.868;51.000;36.979;4299.999;8681.000;51.900;20.403;0.100;43.400;2673.700;0.200;32.000;1244.000
80;24-02-202310:33:00;63.000;99.000;36.000;7147.465;1912.000;7500.999;165.150;51.000;43.490;4299.999;8663.000;52.600;20.764;0.100;43.400;2673.700;0.200;33.000;1262.000
80;24-02-202310:33:01;62.000;99.000;36.000;7147.465;1912.000;7500.999;165.549;52.000;38.997;4299.999;8739.000;51.600;52.025;0.100;43.400;2673.700;0.200;33.000;1272.000
80;24-02-202310:33:02;63.000;99.000;34.000;7147.465;1912.000;7500.999;164.137;50.000;38.072;4299.999;8801.000;52.300;20.707;0.100;43.400;2673.700;0.200;33.000;1278.000
80;24-02-202310:33:03;63.000;99.000;35.000;7147.465;1912.000;7500.999;164.752;55.000;39.766;4300.000;8764.000;51.500;20.712;0.100;43.400;2673.700;0.200;33.000;1278.000
80;24-02-202310:33:04;63.000;99.000;35.000;7147.465;1912.000;7500.999;163.758;50.000;43.490;4300.000;8731.000;52.300;20.642;0.100;43.400;2673.700;0.200;33.000;1285.000
80;24-02-202310:33:05;63.000;99.000;34.000;7147.465;1912.000;7500.999;162.974;50.000;39.924;4299.999;8886.000;51.800;22.810;0.100;43.400;2673.700;0.200;34.000;1304.000
80;24-02-202310:33:06;63.000;99.000;35.000;7147.465;1912.000;7500.999;165.365;52.000;41.146;4299.999;8835.000;50.900;21.333;0.100;43.400;2673.700;0.200;34.000;1314.000
80;24-02-202310:33:07;63.000;99.000;36.000;7147.465;1912.000;7500.999;165.454;51.000;38.021;4299.999;8777.000;49.300;21.868;0.100;43.400;2673.700;0.200;34.000;1316.000
80;24-02-202310:33:08;63.000;99.000;36.000;7147.465;1905.000;7500.999;166.533;51.000;35.156;4300.000;8720.000;48.000;22.332;0.100;43.400;2673.700;0.200;34.000;1316.000
80;24-02-202310:33:09;63.000;99.000;35.000;7147.465;1905.000;7500.999;166.580;50.000;41.406;4299.999;8887.000;47.900;22.205;0.100;43.400;2673.700;0.200;34.000;1320.000
80;24-02-202310:33:10;63.000;99.000;35.000;7147.465;1905.000;7500.999;163.118;52.000;46.430;4299.999;8819.000;48.100;22.385;0.100;43.400;2673.700;0.200;35.000;1328.000
